"spotify_id,""name"",""artists"",""daily_rank"",""daily_movement"",""weekly_movement"",""country"",""snapshot_date"",""popularity"",""is_explicit"",""duration_ms"",""album_name"",""album_release_date"",""danceability"",""energy"",""key"",""loudness"",""mode"",""speechiness"",""acousticness"",""instrumentalness"",""liveness"",""valence"",""tempo"",""time_signature"""
"2plbrEY59IikOBgBGLjaoe,""Die With A Smile"",""Lady Gaga, Bruno Mars"",""1"",""0"",""1"","""",""2025-02-18"",""98"",""False"",""251667"",""Die With A Smile"",""2024-08-16"",""0.521"",""0.592"",""6"",""-7.777"",""0"",""0.0304"",""0.308"",""0.0"",""0.122"",""0.535"",""157.969"",""3"""
"2CGNAOSuO1MEFCbBRgUzjd,""luther (with sza)"",""Kendrick Lamar, SZA"",""2"",""0"",""1"","""",""2025-02-18"",""89"",""False"",""177598"",""GNX"",""2024-11-21"",""0.707"",""0.575"",""2"",""-7.546"",""1"",""0.125"",""0.251"",""0.0"",""0.248"",""0.576"",""138.008"",""4"""
"6AI3ezQ4o3HUoP6Dhudph3,""Not Like Us"",""Kendrick Lamar"",""3"",""0"",""-2"","""",""2025-02-18"",""92"",""True"",""274192"",""Not Like Us"",""2024-05-04"",""0.898"",""0.472"",""1"",""-7.001"",""1"",""0.0776"",""0.0107"",""0.0"",""0.141"",""0.214"",""101.061"",""4"""
"4wJ5Qq0jBN4ajy7ouZIV1c,""APT."",""ROSÉ, Bruno Mars"",""4"",""0"",""1"","""",""2025-02-18"",""89"",""False"",""169917"",""rosie"",""2024-12-06"",""0.777"",""0.783"",""0"",""-4.477"",""0"",""0.26"",""0.0283"",""0.0"",""0.355"",""0.939"",""149.027"",""4"""
"6dOtVTDdiauQNBQEDOtlAB,""BIRDS OF A FEATHER"",""Billie Eilish"",""5"",""0"",""-1"","""",""2025-02-18"",""95"",""False"",""210373"",""HIT ME HARD AND SOFT"",""2024-05-17"",""0.747"",""0.507"",""2"",""-10.171"",""1"",""0.0358"",""0.2"",""0.0608"",""0.117"",""0.438"",""104.978"",""4"""
"3GCdLUSnKSMJhs4Tj6CV3s,""All The Stars (with SZA)"",""Kendrick Lamar, SZA"",""6"",""0"",""3"","""",""2025-02-18"",""90"",""True"",""232186"",""Black Panther The Album Music From And Inspired By"",""2018-02-09"",""0.695"",""0.633"",""8"",""-4.946"",""1"",""0.0599"",""0.0612"",""0.000195"",""0.0926"",""0.557"",""96.782"",""4"""
"3sK8wGT43QFpWrvNQsrQya,""DtMF"",""Bad Bunny"",""7"",""0"",""-1"","""",""2025-02-18"",""96"",""True"",""237117"",""DeBÍ TiRAR MáS FOToS"",""2025-01-05"",""0.625"",""0.131"",""7"",""-27.405"",""0"",""0.0717"",""0.177"",""0.218"",""0.0807"",""0.032"",""136.02"",""4"""
"0aB0v4027ukVziUGwVGYpG,""tv off (feat. lefty gunplay)"",""Kendrick Lamar, Lefty Gunplay"",""8"",""0"",""0"","""",""2025-02-18"",""91"",""True"",""220690"",""GNX"",""2024-11-22"",""0.855"",""0.529"",""6"",""-6.679"",""0"",""0.263"",""0.0837"",""0.0"",""0.423"",""0.548"",""100.036"",""4"""
"2lTm559tuIvatlT1u0JYG2,""BAILE INoLVIDABLE"",""Bad Bunny"",""9"",""0"",""2"","""",""2025-02-18"",""94"",""True"",""367725"",""DeBÍ TiRAR MáS FOToS"",""2025-01-05"",""0.168"",""0.00332"",""10"",""-46.113"",""1"",""0.0615"",""0.192"",""0.79"",""0.112"",""0.219"",""119.387"",""3"""
"7ne4VBA60CxGM75vw0EYad,""That’s So True"",""Gracie Abrams"",""10"",""0"",""0"","""",""2025-02-18"",""94"",""True"",""166300"",""The Secret of Us (Deluxe)"",""2024-10-18"",""0.554"",""0.808"",""1"",""-4.169"",""1"",""0.0368"",""0.214"",""0.0"",""0.159"",""0.372"",""108.548"",""4"""
